ERA5_U10,ERA5_V10,ERA5_T2M,ERA5_t_500hPa,ERA5_u_500hPa,ERA5_v_500hPa,ERA5_q_500hPa,ERA5_t_700hPa,ERA5_u_700hPa,ERA5_v_700hPa,ERA5_q_700hPa,ERA5_t_850hPa,ERA5_u_850hPa,ERA5_v_850hPa,ERA5_q_850hPa,ERA5_CAPE,ERA5_SP,K_INDEX,TOTALS_TOTALS,LIFTED_INDEX,CAPE,PRECIP_WATER,date,gfs_cycle,fetched_at,slot,fetched_at_utc,CIN,ERA5_D2M,APCP_surface,SRH_0_3km,EHI,BRN,wind_shear_500_850_ms,TMP_f006,TMP_f012,TMP_f018,TMP_f024
,,293.9999694824219,270.0499572753906,9.926010131835938,9.851000785827637,0.0020775720477104187,282.638427734375,2.7876129150390625,-3.071887254714966,0.00780466990545392,292.2275085449219,4.336584568023682,-2.000506639480591,0.011507431045174599,0.0,91647.34375,31.355131981804902,38.90114039767872,3.6817704503735627,0.0,34.50968551635742,2026-09-27,2026-09-26 06Z f012,,0.0,2026-09-26 14:28,-0.27423095703125,289.6000061035156,0.0,-36.32,0.0,0.0,13.1,299.62420654296875,293.9999694824219,292.02935791015625,301.8587646484375
